Timestamp
2022-02-06 15:29:01.202807
2022-02-06 15:29:09.765224
2022-02-06 15:29:12.333437
2022-02-06 15:29:15.151559
2022-02-06 15:29:20.263485
2022-02-06 15:29:20.798157
2022-02-06 15:29:24.697433
2022-02-06 15:29:27.278433
2022-02-06 15:29:27.655069
2022-02-06 15:29:36.183128
2022-02-06 15:29:42.585323
2022-02-06 15:29:44.065445
2022-02-06 15:29:46.460718
2022-02-06 15:29:49.315100
2022-02-06 15:29:55.398026
2022-02-06 15:29:58.757102
2022-02-06 15:29:59.121969
2022-02-06 15:30:02.120312
2022-02-06 15:30:04.342971
2022-02-06 15:30:07.141550
2022-02-06 15:30:09.462604
2022-02-06 15:30:12.603801
2022-02-06 15:30:17.661024
2022-02-06 15:30:27.322134
2022-02-06 15:30:28.065087
2022-02-06 15:30:31.039930
2022-02-06 15:30:34.526410
2022-02-06 15:30:34.892659
2022-02-06 15:30:39.228930
2022-02-06 15:30:42.045820
2022-02-06 15:30:42.210785
2022-02-06 15:30:45.463543
2022-02-06 15:30:50.934860
2022-02-06 15:30:51.388368
2022-02-06 15:30:54.163979
2022-02-06 15:30:54.509866
2022-02-06 15:31:01.399364
2022-02-06 15:31:07.233802
2022-02-06 15:31:10.832234
2022-02-06 15:31:13.188664
2022-02-06 15:31:16.182293
2022-02-06 15:31:16.566870
2022-02-06 15:31:19.332438
2022-02-06 15:31:22.704409
2022-02-06 15:31:22.865203
2022-02-06 15:31:25.072200
2022-02-06 15:31:28.782271
2022-02-06 15:31:30.908121
2022-02-06 15:31:36.582330
2022-02-06 15:31:38.860624
2022-02-06 15:31:43.500860
2022-02-06 15:31:43.890984
2022-02-06 15:31:44.415966
2022-02-06 15:31:47.950564
2022-02-06 15:31:51.125077
2022-02-06 15:31:58.386914
2022-02-06 15:32:00.000928
2022-02-06 15:32:02.142691
2022-02-06 15:32:05.326019
2022-02-06 15:32:09.007169
2022-02-06 15:32:09.281239
2022-02-06 15:32:10.430281
2022-02-06 15:32:13.615814
2022-02-06 15:32:24.660845
2022-02-06 15:32:27.682527
2022-02-06 15:32:28.010703
2022-02-06 15:32:30.442593
2022-02-06 15:32:31.961835
2022-02-06 15:32:34.072044
2022-02-06 15:32:34.449664
2022-02-06 15:32:37.037434
2022-02-06 15:32:40.246076
2022-02-06 15:32:45.134318
2022-02-06 15:32:45.443468
2022-02-06 15:32:48.676325
2022-02-06 15:32:52.062979
2022-02-06 15:32:54.196842
2022-02-06 15:32:55.618178
2022-02-06 15:33:00.967189
2022-02-06 15:33:01.303104
2022-02-06 15:33:04.698120
2022-02-06 15:33:10.616862
2022-02-06 15:33:10.973386
2022-02-06 15:33:18.350425
2022-02-06 15:33:24.298770
2022-02-06 15:33:26.582746
2022-02-06 15:33:28.332646
2022-02-06 15:33:30.346620
2022-02-06 15:33:38.389118
2022-02-06 15:33:38.567577
2022-02-06 15:33:38.813273
2022-02-06 15:33:41.455589
2022-02-06 15:33:46.635500
2022-02-06 15:33:49.843046
2022-02-06 15:33:52.385807
2022-02-06 15:33:52.786854
2022-02-06 15:33:54.516148
2022-02-06 15:34:01.141353
2022-02-06 15:34:04.511478
2022-02-06 15:34:04.847988
2022-02-06 15:34:07.500155
2022-02-06 15:34:09.544820
2022-02-06 15:34:13.068091
2022-02-06 15:34:16.523650
2022-02-06 15:34:16.699386
2022-02-06 15:34:24.704346
2022-02-06 15:34:30.360760
2022-02-06 15:34:31.769738
2022-02-06 15:34:36.775444
2022-02-06 15:34:40.236498
2022-02-06 15:34:43.066345
2022-02-06 15:34:53.489546
2022-02-06 15:34:53.843279
2022-02-06 15:34:59.238739
2022-02-06 15:35:01.413370
2022-02-06 15:35:01.809646
2022-02-06 15:35:03.095923
2022-02-06 15:35:05.493236
2022-02-06 15:35:09.111200
2022-02-06 15:35:11.006951
2022-02-06 15:35:13.892134
2022-02-06 15:35:14.263307
2022-02-06 15:35:18.728044
2022-02-06 15:35:21.771989
2022-02-06 15:35:22.297063
2022-02-06 15:35:24.917197
2022-02-06 15:35:28.362662
2022-02-06 15:35:30.555364
2022-02-06 15:35:34.557047
2022-02-06 15:35:42.789681
2022-02-06 15:35:48.491801
2022-02-06 15:35:49.196167
2022-02-06 15:35:52.307441
2022-02-06 15:35:52.543015
2022-02-06 15:35:54.488958
2022-02-06 15:35:58.631515
2022-02-06 15:35:58.861432
2022-02-06 15:36:01.131185
2022-02-06 15:36:16.180540
2022-02-06 15:36:22.367320
2022-02-06 15:36:25.208034
2022-02-06 15:36:32.821245
2022-02-06 15:36:36.069763
2022-02-06 15:36:43.318385
2022-02-06 15:36:47.115714
2022-02-06 15:36:48.549856
2022-02-06 15:36:50.435117
2022-02-06 15:36:53.378522
2022-02-06 15:36:54.929422
2022-02-06 15:36:58.447066
2022-02-06 15:36:58.772268
2022-02-06 15:37:01.307235
2022-02-06 15:37:07.498818
2022-02-06 15:37:09.995074
2022-02-06 15:37:12.490430
2022-02-06 15:37:15.124743
2022-02-06 15:37:19.139902
2022-02-06 15:37:19.578175
2022-02-06 15:37:22.314371
2022-02-06 15:37:25.447730
2022-02-06 15:37:28.901670
2022-02-06 15:37:31.456861
2022-02-06 15:37:34.675162
2022-02-06 15:37:34.899725
2022-02-06 15:37:40.086049
2022-02-06 15:37:42.569951
2022-02-06 15:37:53.191063
2022-02-06 15:37:54.258548
2022-02-06 15:37:59.142527
2022-02-06 15:37:59.510513
2022-02-06 15:38:00.951124
2022-02-06 15:38:02.932169
2022-02-06 15:38:11.704709
2022-02-06 15:38:11.888382
2022-02-06 15:38:12.792571
2022-02-06 15:38:21.285198
2022-02-06 15:38:21.493421
2022-02-06 15:38:23.924442
2022-02-06 15:38:25.013251
2022-02-06 15:38:33.405412
2022-02-06 15:38:33.820749
2022-02-06 15:38:35.999312
2022-02-06 15:38:39.081220
2022-02-06 15:38:43.453503
2022-02-06 15:38:43.902180
2022-02-06 15:38:44.167300
2022-02-06 15:38:53.751506
2022-02-06 15:38:54.094439
2022-02-06 15:38:57.249821
2022-02-06 15:38:57.787023
2022-02-06 15:39:01.255136
2022-02-06 15:39:02.836575
2022-02-06 15:39:05.167000
2022-02-06 15:39:05.517523
2022-02-06 15:39:10.090872
2022-02-06 15:39:12.495866
2022-02-06 15:39:17.851465
2022-02-06 15:39:20.939602
2022-02-06 15:39:22.226320
2022-02-06 15:39:24.772995
2022-02-06 15:39:29.766353
2022-02-06 15:39:30.101114
2022-02-06 15:39:36.470804
2022-02-06 15:39:36.730130
2022-02-06 15:39:44.809560
2022-02-06 15:39:47.384899
2022-02-06 15:39:50.737601
2022-02-06 15:39:51.014392
2022-02-06 15:39:53.756797
2022-02-06 15:39:54.826046
2022-02-06 15:39:56.344302
2022-02-06 15:39:58.613261
2022-02-06 15:40:00.776835
2022-02-06 15:40:08.123254
2022-02-06 15:40:08.451190
2022-02-06 15:40:08.590133
2022-02-06 15:40:12.193818
2022-02-06 15:40:21.673692
2022-02-06 15:40:22.255919
2022-02-06 15:40:22.652631
2022-02-06 15:40:22.988390
2022-02-06 15:40:29.424983
2022-02-06 15:40:32.805079
2022-02-06 15:40:33.089159
2022-02-06 15:40:36.833441
2022-02-06 15:40:39.808529
2022-02-06 15:40:40.480221
2022-02-06 15:40:51.702356
2022-02-06 15:40:52.142439
2022-02-06 15:40:56.978016
2022-02-06 15:41:01.013292
2022-02-06 15:41:03.707989
2022-02-06 15:41:07.551818
2022-02-06 15:41:07.701677
2022-02-06 15:41:10.721701
2022-02-06 15:41:10.842806
2022-02-06 15:41:13.162711
2022-02-06 15:41:17.901563
2022-02-06 15:41:18.043074
2022-02-06 15:41:18.407463
2022-02-06 15:41:22.746292
2022-02-06 15:41:24.366704
2022-02-06 15:41:34.948991
2022-02-06 15:41:38.319143
2022-02-06 15:41:41.643653
2022-02-06 15:41:50.646714
2022-02-06 15:41:56.020716
2022-02-06 15:41:59.021814
2022-02-06 15:42:00.969167
2022-02-06 15:42:02.515495
2022-02-06 15:42:04.274725
2022-02-06 15:42:10.640819
2022-02-06 15:42:10.785717
2022-02-06 15:42:13.260387
2022-02-06 15:42:16.002561
2022-02-06 15:42:19.456358
2022-02-06 15:42:22.322369
2022-02-06 15:42:27.486076
2022-02-06 15:42:27.803418
2022-02-06 15:42:32.481273
2022-02-06 15:42:35.370449
2022-02-06 15:42:42.019649
2022-02-06 15:42:43.568029
2022-02-06 15:42:46.955244
2022-02-06 15:42:49.101368
2022-02-06 15:42:52.642190
2022-02-06 15:42:57.999957
2022-02-06 15:43:00.804500
2022-02-06 15:43:03.369160
2022-02-06 15:43:07.861914
